Stocks;AccRet_20.csv;AccRet_5.csv;Accrual.csv;CapRate.csv;CapexSales.csv;CrescimentoHistoricoEBIT.csv;CrescimentoHistoricoEPS.csv;CrescimentoHistoricoSAL.csv;DividendPayout1Ano.csv;DividendYield.csv;EVAtivoTotal.csv;EVSales.csv;LogMarketCapital.csv;MACD.csv;MargemEBIT.csv;Mom10_40wk.csv;Mom5_30wk.csv;MoneyFlowVolume5.csv;PEG.csv;PrecoBookValue.csv;PrecoLucro.csv;PrecoVenda.csv;ROA.csv;ROE.csv;ROIC.csv;RSI_10.csv;RSI_14.csv;Slope_20.csv;Slope_50.csv;TendenciaCapexAtivoTotal.csv;TendenciaFixedChargeCover.csv;TendenciaIA.csv;TendenciaLeverage.csv;TendenciaMargemCFO.csv;TendenciaMargemEBIT.csv;TendenciaMargemEstoques.csv;TendenciaMargemLucro.csv;TendenciaMargemROA.csv;TendenciaMargemROE.csv;TendenciaMargemSGACOGSSales.csv;TendenciaMargemTurn.csv
LATS3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LCAM3;1;0.23833;-1;0.21401;1;-0.036941;1;0.3508;-0.15585;0.10986;-0.038712;-0.28507;1;0.0078429;0.10593;-1;-1;-0.3864;0.17545;0.062263;0.24375;0.041931;-0.16278;0.0050001;-0.15506;-1;-1;0.20547;0.1073;-1;0.07797;0.060355;-0.10221;0.62312;0.10593;-0.25341;0.074727;0.10938;-0.021245;0.15563;0.81843
LECO4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LETO5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LEVE3;0.05906;-1;-0.2898;0.17763;0.43477;0.28309;0.13281;-0.15497;1;0.48042;-0.47279;-0.11022;0.029287;-0.4045;0.21636;0.32031;0.097168;-0.97736;0.16832;-0.40483;0.19471;-0.34807;0.47419;0.17752;-0.046713;0.081121;-0.40399;0.10652;0.14731;0.049381;-0.010425;0.13772;-0.085821;-0.075588;0.21636;0.026887;0.22481;0.34294;0.20174;0.19066;0.2639
LFFE4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LGLO4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LHER4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LIAS4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LIGT3;1;1;-0.24583;0.39311;-0.023824;0.19889;0.19464;-0.15669;-0.19484;0.57605;0.28405;0.24677;-0.073961;-0.018205;0.66381;1;0.88661;1;0.16868;0.023015;0.34062;0.27845;0.054397;0.2871;0.094455;-0.82778;-0.92049;0.27073;-0.085542;0.079242;0.50806;0.60521;0.1767;0.2901;0.66381;0.22288;0.45621;0.66428;0.7202;1;0.024206
LINX3;0.52121;-0.21299;1;0.0023419;NaN;-0.11887;0.16304;-1;-0.62349;-0.81384;-0.80443;-0.8011;0.3359;-0.43466;0.34386;1;1;0.3108;0.16823;-0.55846;0.12936;-0.62774;0.279;-0.064518;-0.044888;0.17126;-0.090305;0.87086;0.40283;-0.96129;0.56821;-0.39608;-0.097929;0.82145;0.34386;-0.06418;0.46649;0.52244;0.28885;0.11067;0.25393
LIPR3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LITS3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LIXC4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LLIS3;-1;-1;-0.92597;0.020889;0.10805;-0.17687;-1;0.14591;-1;-0.56041;-0.53214;-0.51491;0.82875;-0.44623;0.17502;-0.94373;-0.73228;-1;0.14179;-0.66861;0.071922;-0.4533;-0.63717;-0.70811;-0.40022;0.52408;0.067214;-0.38674;-0.25254;-1;0.042663;-0.055394;0.57333;1;;;;;;;
LOAR4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LOGN3;-0.13203;0.92438;-0.14245;1;-0.35102;1;0.26915;0.21076;-0.62349;-0.81384;-0.28044;-0.47461;1;0.056343;0.11013;-0.3625;-0.37379;1;0.16814;-0.1666;NaN;-0.20546;-0.50578;-0.42609;-0.41321;0.22;0.55882;-0.14243;-0.39212;-0.54819;-0.20072;-0.13621;0.033165;0.2;;;;;;;
LORZ4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LPSB3;-0.024361;-0.48721;0.87852;0.063567;-0.52281;-0.017649;-0.0053474;-0.082955;-0.30755;-0.21949;-0.45381;-0.57058;0.54043;-0.22989;0.1486;-0.73148;-0.91981;-1;0.16821;-0.40315;0.23657;-0.54657;0.96037;0.40642;-0.28365;-0.15007;-0.3147;-0.012825;0.23752;0.24;;;;;;;;;;;
LREN3;0.19678;-0.27624;0.60614;0.077402;0.17979;-0.086875;-0.027531;0.15873;1;0.088752;-0.68556;-0.31375;-0.51627;-0.51509;0.1162;-0.324;-0.32322;-0.73607;0.16818;-0.64404;0.16509;-0.4106;0.46613;0.5662;0.28417;0.13725;-0.03138;-0.2522;-0.1281;0.13823;0.22948;-0.3803;-1;-0.24631;0.1162;-0.055639;0.14478;-0.1874;0.027871;-0.021004;-1
LUPA3;-0.50895;0.56229;-1;-1;0.76053;-1;-0.18249;0.077973;-0.62349;-0.81384;0.37798;-0.071364;1;NaN;-0.3985;-0.080142;0.95988;0.034234;-0.77381;-1;-1;1;-1;1;-1;0.87163;0.85118;1;-0.90649;0.8292;0.14387;1;0.014887;-0.60565;-0.3985;-0.018838;-0.5649;-0.49796;-1;-;
LUXM4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MAFE3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MAGG3;0.47408;0.73399;-0.18726;0.19342;0.17136;-0.091306;-0.26841;-0.31449;0.17179;-0.52593;1;0.56245;0.55485;0.74237;0.092152;-0.55032;-0.48272;-0.82609;0.16811;0.95836;0.12044;0.077139;-0.41978;-0.35211;-0.41394;0.029689;-0.15011;0.70973;0.24414;0.25596;-0.35043;-0.24832;0.0066449;-0.23283;0.092152;-0.32044;0.03165;-0.027341;-0.010846;-0.045962;0.16372
MAGS5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MAHS4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MAKR3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MANM3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MAPT4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MCWS3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MDIA3;1;0.85903;0.4079;0.10591;0.32541;-0.10353;0.016536;0.34764;-0.3268;-0.48959;-0.76924;-0.4339;-0.72315;1;0.15382;0.48596;-0.022367;1;0.16821;-0.54703;0.17631;-0.48719;1;0.31901;0.033429;-1;-1;NaN;1;-0.2107;-0.40599;-0.10707;0.017331;0.66556;0.15382;0.20702;0.15804;0.15424;0.10911;0.087496;0.17371
MEAL3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MEDI3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MEND5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MESB4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MFLU3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MGEL4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MGLU3;-0.29592;-0.722;-1;0.30151;0.9558;1;1;-0.18705;-0.62349;-0.81384;0.30297;1;0.57027;1;0.20525;0.671;1;-0.73804;0.16917;-0.38459;0.18369;1;-0.24254;0.092882;-0.26552;0.83108;1;1;-0.43313;0.029029;0.078477;0.44512;0.14125;-0.15541;0.20525;-0.078964;0.18638;0;;;
MILS3;1;1;0.79373;0.10353;-1;-0.33646;-0.095851;-1;-0.33199;-0.49289;-0.73356;-0.69779;-0.026743;0.55225;0.19118;0.27461;0.29153;0.97037;0.16813;-0.55651;0.16506;-0.57405;0.57878;0.24609;0.16182;-1;-1;1;0.45998;0.33361;-0.098036;-0.6243;0.19152;-0.21389;0.19118;0.25243;0.17861;0.062284;0.04378;0.15644;-0.29413
MLCF4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MLFT4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MLPA4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MMAQ4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MMXM3;1;1;0.3196;-1;NaN;NaN;-1;0.2824;-0.62349;-0.81384;1;1;1;-0.17838;-1;-1;-1;0.81802;-1;1;-1;0.189;-1;-1;-1;-1;0.19505;-0.24372;-0.44006;-0.76057;-1;1;1;-1;-1;1;-1;-1;-1;-0.46735;0.63696
MNDL4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MNPR3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MOAR3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MPLU3;0.36981;0.53702;-0.86148;0.059249;1;-0.098324;-0.072238;0.16118;0.7428;0.58093;-0.79734;-0.4651;-0.15711;0.84199;0.069582;0.11321;0.51383;-0.21973;0.16815;NaN;0.1708;-0.50457;1;1;NaN;-0.68652;-0.1181;0.80059;-0.26146;0.034073;-1;0.17542;-0.10267;0.79317;0.069582;0.16209;0.05863;0.040097;-1;-0.090812;1
MRFG3;-0.10715;1;-0.64992;0.16098;0.45319;-0.44413;-1;-0.75249;-0.62349;-0.81384;0.3563;1;0.34533;-0.14416;0.12719;-1;-1;1;-1;0.63894;-0.70842;1;-1;-1;-0.43785;-1;1;-0.41015;-0.55133;0.43227;0.044608;1;-1;-0.22511;0.12719;0.14793;-0.021184;-0.78614;-1;0.071837;
MRSL4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MRVE3;-1;-0.36714;-0.61508;0.14305;0.39355;-0.40509;-0.1238;-0.76877;-0.28906;-0.021904;0.30331;-0.17738;-0.15093;-0.45885;0.081102;0.56477;0.16106;-0.46088;0.16804;0.16153;0.27378;-0.24927;0.070309;0.035369;-0.27328;0.96726;0.91025;-0.47784;-0.31509;0.080373;-;;;;;;;;;;
MSAN3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MSPA4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MTDO3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MTIG4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MTSA4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MULT3;0.016287;-0.7471;1;0.075015;NaN;-0.13937;-0.054315;-0.26868;0.060194;-0.22343;-0.5561;-0.84718;-0.61468;-0.13233;0.080494;-0.21873;-0.32891;0.64613;0.16816;-0.37909;0.15878;-0.63526;0.14558;-0.043197;1;-0.8084;-1;0.94792;0.99851;-0.79885;-0.11043;0.1825;-0.75183;0.63741;0.080494;0.48848;0.14631;0.13302;0.14783;-0.13691;0.058631
MWET4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
MYPK3;0.026871;-0.32146;-0.45116;0.090766;0.50199;0.17319;0.20659;0.40408;0.13829;-0.24463;-0.091305;0.60243;0.25816;0.64517;0.17502;0.14939;0.059636;0.25095;0.16842;-0.28336;0.207;0.52791;-0.13174;0.10167;-0.30338;-0.084675;0.19667;0.3623;-0.39642;1;0.48459;0.12351;-0.23433;-1;0.17502;-0.065334;0.17087;0.17659;0.10945;0.13735;0.17721
NAFG4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NAKT4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NATU3;-0.73405;-1;-1;0.023616;0.91622;-0.20301;-0.07346;-0.067788;1;0.50654;-0.86379;-0.52217;-1;-1;0.089339;-0.53515;-0.63896;0.18367;0.16815;-0.76758;0.16393;-0.50537;1;1;1;0.92524;0.36313;-0.66756;0.52832;-1;-0.78222;-0.76154;0.81119;1;0.089339;-0.062468;0;;;;
NCNE5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NEMO5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NETC4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NORD3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ODBE4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ODER3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ODPV3;-0.57108;-1;0.47889;0.038687;0.6263;-0.057149;-0.0091569;-0.0038947;0.87479;0.18161;-0.92724;-0.70406;-0.27359;-0.62678;0.2618;0.30425;0.14967;-0.73269;0.16818;-0.68724;0.14355;-0.59276;1;0.50423;0.88817;0.087696;-0.39001;-0.37619;-0.26189;0.13115;1;0.155;;;;;;;;;
OGXP3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
OIBR4;-0.55422;0.23474;-0.13965;0.12535;-0.67167;-0.0029261;-0.218;1;1;1;0.36254;-0.072285;-0.56016;1;0.07327;0.15114;0.90223;-0.16602;0.16794;0.46144;0.2365;1;-0.35797;-0.13056;-0.10623;0.87881;1;0.77868;-1;0.053776;0.047239;0.025413;-0.47727;-0.08716;0.07327;;;;;;
OLVB4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ORIO4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
OSXB3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
OXIT4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
PALF3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
